,ID,lat,lon,start_date,incident name,fully_contained,geographic_area,new,size,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,rain,weather,weather_description
300,19978,46.264,-119.59,6/13/2023 12:00:00 AM,HANSEN_ROAD,c,NWCC,,6289.0,305.67,304.98,1004,33,287.33,39,,0.89,41,,Clouds,scattered clouds
301,19979,46.084,-118.962,6/14/2023 12:00:00 AM,HOVER_PARK,c,NWCC,,528.0,300.43,300.22,1005,40,285.66,98,,3.58,270,,Clouds,overcast clouds
302,19980,47.231,-119.477,6/14/2023 12:00:00 AM,DRUMHELLER,c,NWCC,,929.0,302.09,300.59,1004,21,277.59,0,10000.0,9.77,280,,Clear,clear sky
303,19981,46.224,-120.151,6/12/2023 12:00:00 AM,SOUTH_SATUS,c,NWCC,,997.0,304.61,304.67,1010,40,289.39,0,10000.0,2.06,280,,Clear,clear sky
304,19991,36.574,-120.188,6/18/2023 12:00:00 AM,SLOUGH,c,OSCC,y,560.0,310.31,309.58,1009,24,286.38,1,,1.98,21,,Clear,clear sky
305,19992,45.683,-118.746,6/14/2023 12:00:00 AM,Mt_Hebron,c,NWCC,y,370.0,300.73,299.69,1007,23,277.76,0,10000.0,13.38,260,,Clear,clear sky
306,20003,33.897,-116.054,6/10/2023 12:00:00 AM,GEOLOGY,,OSCC,,1088.0,303.61,301.77,1009,20,278.14,70,,2.69,214,,Clouds,broken clouds
307,20005,32.072,-109.615,6/19/2023 12:00:00 AM,Baker,c,SWC,y,588.0,305.28,303.08,1008,16,276.32,78,,7.37,261,,Clouds,broken clouds
308,20013,30.353,-84.445,6/8/2023 12:00:00 AM,Clear_Lake,c,SAC,,5620.0,301.06,302.58,1007,61,292.85,20,10000.0,2.57,250,,Clouds,few clouds
309,20015,63.931,-149.148,6/13/2023 12:00:00 AM,Ridgetop,c,ACC,,246.0,285.78,284.22,1011,43,273.54,65,,5.06,192,,Clouds,broken clouds
310,20019,37.146,-113.366,6/19/2023 12:00:00 AM,Dixie_Springs,c,GBC,y,614.0,306.48,304.17,1005,16,277.27,0,10000.0,13.89,220,,Clear,clear sky
311,20028,28.712,-80.98,6/18/2023 12:00:00 AM,FRESHWATER,c,SAC,,700.0,302.12,306.97,1011,76,297.46,82,,2.24,248,,Clouds,broken clouds
312,20031,39.873,-74.521,6/19/2023 12:00:00 AM,Acorn_Hill,c,EACC,,246.0,298.26,298.6,1012,68,291.94,20,10000.0,2.06,60,,Clouds,few clouds
313,20035,32.519,-105.612,6/17/2023 12:00:00 AM,McGregor,,SWC,,678.0,303.67,301.74,1010,17,275.88,33,,9.28,266,,Clouds,scattered clouds
314,20036,31.808,-110.709,6/16/2023 12:00:00 AM,OAK,,SWC,,3213.0,301.41,299.96,1008,7,263.53,12,,6.21,251,,Clouds,few clouds
315,20043,27.733,-81.947,6/20/2023 12:00:00 AM,WATERHOLE,c,SAC,,500.0,302.43,307.55,1015,75,297.54,70,,1.34,173,,Clouds,broken clouds
316,20044,48.08,-123.671,6/19/2023 12:00:00 AM,SUTHERLAND,,NWCC,,108.0,283.83,282.65,1010,65,277.53,20,10000.0,4.63,290,0.43,Rain,light rain
317,20045,46.079,-118.826,6/19/2023 12:00:00 AM,OASIS,,NWCC,,4250.0,293.9,292.76,1006,28,274.75,97,,7.87,242,,Clouds,overcast clouds
318,20046,43.009,-115.207,6/21/2023 12:00:00 AM,King_Hill,c,GBC,y,323.0,289.83,288.6,1019,40,276.18,61,,5.42,279,0.1,Rain,light rain
319,20047,43.452,-116.148,6/21/2023 12:00:00 AM,BLACK,c,GBC,y,562.0,288.28,286.89,1019,40,274.79,75,10000.0,4.63,260,,Clouds,broken clouds
320,20054,31.398,-110.239,6/22/2023 12:00:00 AM,Wildhorse,c,SWC,,747.0,304.93,302.8,1019,17,276.89,53,,1.34,325,,Clouds,broken clouds
321,20061,45.457,-118.769,6/23/2023 12:00:00 AM,Stewart_Creek.,c,NWCC,y,375.0,298.4,297.66,1011,26,277.55,61,,3.75,24,,Clouds,broken clouds
322,20065,31.897,-110.374,6/22/2023 12:00:00 AM,Post,c,SWC,,912.0,305.92,303.62,1014,15,275.92,77,,3.13,235,,Clouds,broken clouds
323,20066,32.688,-112.474,6/22/2023 12:00:00 AM,Goldwater,c,SWC,,1220.0,309.83,307.23,1007,13,276.96,15,,4.78,245,,Clouds,few clouds
324,20074,46.194,-116.958,6/24/2023 12:00:00 AM,Matson,c,NWCC,,666.0,302.26,300.82,1011,24,279.65,97,,3.1,316,0.46,Rain,light rain
325,20093,32.949,-99.124,6/26/2023 12:00:00 AM,Clark,c,SAC,y,661.0,314.6,319.75,1007,31,294.05,76,,2.61,85,,Clouds,broken clouds
326,20114,31.573,-110.423,6/27/2023 12:00:00 AM,WEST_HEMP,c,SWC,,1098.0,309.61,306.79,1016,10,273.13,0,10000.0,9.77,270,,Clear,clear sky
327,20122,34.115,-78.204,6/15/2023 12:00:00 AM,Pulp_Road,c,SAC,,15642.0,299.1,299.1,1007,62,291.26,100,,6.03,236,,Clouds,overcast clouds
328,20151,33.709,-111.803,6/28/2023 12:00:00 AM,Diamond,c,SWC,,1960.0,310.24,307.2,1007,7,269.27,0,10000.0,5.14,260,,Clear,clear sky
329,20152,33.433,-105.059,6/27/2023 12:00:00 AM,SUNSET_NORTH,c,SWC,,690.0,309.57,306.97,1007,13,276.75,80,,3.76,179,,Clouds,broken clouds
330,20164,37.252,-104.693,6/28/2023 12:00:00 AM,Titan,c,RMC,,928.0,300.65,299.58,1005,21,276.4,18,,6.61,237,,Clouds,few clouds
331,20170,32.878,-108.233,6/20/2023 12:00:00 AM,RICO,c,SWC,,348.0,299.63,299.63,1004,19,274.16,50,,1.79,39,,Clouds,scattered clouds
332,20178,46.784,-120.472,6/29/2023 12:00:00 AM,ROZA_CREEK,,NWCC,,717.0,304.2,303.13,1011,32,285.58,75,10000.0,5.14,290,,Clouds,broken clouds
333,20196,34.984,-79.561,7/2/2023 12:00:00 AM,Scotland_Lake_Lane,c,SAC,y,797.0,300.12,304.22,1015,94,299.07,100,10000.0,5.66,100,,Rain,light rain
334,20213,32.791,-98.475,6/28/2023 12:00:00 AM,Storage,c,SAC,,950.0,313.09,315.73,1007,29,291.68,0,,5.14,173,,Clear,clear sky
335,20230,46.264,-119.57,7/4/2023 12:00:00 AM,OIE_HIGHWAY,c,NWCC,y,900.0,303.48,301.58,1009,17,275.73,1,,3.58,349,,Clear,clear sky
336,20235,37.071,-107.099,6/27/2023 12:00:00 AM,Coal_Mine,c,RMC,,292.0,300.07,299.16,1008,19,274.52,74,,6.24,250,,Clouds,broken clouds
337,20250,30.15,-94.584,7/6/2023 12:00:00 AM,Mayhaw_Creek,c,SAC,y,345.0,303.31,308.33,1015,69,296.99,81,,3.33,175,,Clouds,broken clouds
338,20276,37.033,-107.766,6/29/2023 12:00:00 AM,Arkansas_Loop,c,RMC,,127.0,301.89,300.31,1018,11,269.07,0,10000.0,6.69,240,,Clear,clear sky
339,20282,32.731,-114.508,6/30/2023 12:00:00 AM,West_Main,c,SWC,,1027.0,312.93,309.63,1005,8,272.6,0,10000.0,2.57,170,,Clear,clear sky
340,20293,30.944,-93.781,7/7/2023 12:00:00 AM,Five_Fingers,c,SAC,,221.0,298.66,299.59,1015,89,296.71,100,,1.99,223,,Clouds,overcast clouds
341,20294,28.68,-80.71,7/5/2023 12:00:00 AM,Scrub_jay,c,SAC,,1261.0,302.11,307.57,1017,79,298.1,0,10000.0,2.06,170,,Clear,clear sky
342,20328,45.721,-121.578,7/3/2023 12:00:00 AM,Tunnel_Five,c,NWCC,,529.0,303.76,303.31,1015,38,287.83,0,10000.0,4.02,333,,Clear,clear sky
343,20337,39.982,-105.709,7/8/2023 12:00:00 AM,Devil's_Thumb,,RMC,y,95.0,285.17,284.18,1013,67,279.24,57,,0.91,56,0.93,Rain,light rain
344,20338,29.573,-94.339,7/7/2023 12:00:00 AM,South_Unit,c,SAC,y,335.0,300.62,304.34,1014,83,297.47,99,,0.97,179,,Clouds,overcast clouds
345,20351,34.551,-111.466,6/11/2023 12:00:00 AM,Wilbur,c,SWC,,10279.0,298.66,297.58,1008,12,267.87,2,,4.52,204,,Clear,clear sky
346,20360,43.371,-116.189,7/10/2023 12:00:00 AM,SOUTHTOM,,GBC,,1130.0,308.79,307.06,1000,21,283.11,79,,5.36,45,,Clouds,broken clouds
347,20376,31.501,-111.158,7/1/2023 12:00:00 AM,BEEHIVE,c,SWC,,10745.0,308.29,305.56,1007,7,268.01,0,,4.67,261,,Clear,clear sky
348,20377,31.529,-108.713,7/4/2023 12:00:00 AM,Brushy,c,SWC,,6045.0,306.31,303.92,1007,13,274.22,42,,2.86,21,,Clouds,scattered clouds
349,20387,44.019,-89.488,7/10/2023 12:00:00 AM,Pallet,c,EACC,,730.0,300.63,300.16,1011,36,284.24,0,10000.0,5.14,260,,Clear,clear sky
350,20389,39.064,-109.246,7/10/2023 12:00:00 AM,I70_MM217,c,GBC,,1790.0,309.8,306.87,1006,8,270.57,0,,4.07,227,,Clear,clear sky
351,20397,35.354,-114.069,7/5/2023 12:00:00 AM,Stockton_Hill,c,SWC,,589.0,308.51,305.75,1014,7,268.16,0,10000.0,8.75,230,,Clear,clear sky
352,20409,34.885,-118.897,7/7/2023 12:00:00 AM,DISTRICT,,OSCC,,1044.0,301.71,300.23,1009,17,274.3,0,,1.6,330,,Clear,clear sky
353,20414,43.284,-116.395,7/12/2023 12:00:00 AM,SOUTHCOY,c,GBC,y,437.9,307.19,304.85,1010,16,277.84,0,,3.45,324,,Clear,clear sky
354,20420,33.839,-110.429,7/5/2023 12:00:00 AM,Flying_V,,SWC,,831.0,307.46,304.92,1009,12,274.0,0,,4.64,273,,Clear,clear sky
355,20429,44.808,-119.959,7/6/2023 12:00:00 AM,ALDER_CREEK,c,NWCC,,1551.0,310.25,307.65,1010,13,277.28,0,,2.72,351,,Clear,clear sky
356,20437,43.512,-116.076,7/13/2023 12:00:00 AM,WESTBONN,c,GBC,,701.0,306.63,304.27,1009,15,276.48,0,10000.0,6.17,340,,Clear,clear sky
357,20438,44.468,-85.818,7/10/2023 12:00:00 AM,Four_Corners,c,EACC,,212.0,295.97,295.59,1011,49,284.71,93,,2.56,243,,Clouds,overcast clouds
358,20440,45.61,-120.901,7/13/2023 12:00:00 AM,Gordon_Butte,c,NWCC,y,600.0,300.81,300.09,1013,32,282.64,36,,5.29,295,,Clouds,scattered clouds
359,20447,33.435,-107.334,7/11/2023 12:00:00 AM,WHISKEY_HILL,,SWC,,940.0,305.6,303.76,1012,23,281.82,74,,3.1,326,,Clouds,broken clouds
360,20448,31.426,-108.838,7/10/2023 12:00:00 AM,Kitchen,c,SWC,,1433.0,309.36,308.28,1007,24,285.59,53,,1.58,280,0.16,Rain,light rain
361,20457,47.124,-117.765,7/12/2023 12:00:00 AM,WAGNER_ROAD,c,NWCC,,1700.0,302.56,301.1,1012,25,280.5,0,,3.27,232,,Clear,clear sky
362,20484,47.278,-119.993,7/11/2023 12:00:00 AM,BAIRD_SPRINGS,,NWCC,,2400.0,299.95,299.78,1011,38,284.46,45,,5.28,300,0.37,Rain,light rain
363,20493,30.688,-98.559,7/13/2023 12:00:00 AM,Moore_Peak,,SAC,,707.0,313.41,314.29,1009,24,288.96,0,10000.0,4.63,190,,Clear,clear sky
364,20494,30.366,-94.5,7/15/2023 12:00:00 AM,Flat_Cypress_Creek,c,SAC,y,305.0,306.23,313.23,1011,65,298.76,72,,3.87,185,,Clouds,broken clouds
365,20526,32.473,-108.365,7/14/2023 12:00:00 AM,Prevost,,SWC,,893.0,307.78,306.02,1006,22,282.97,50,,2.76,318,,Clouds,scattered clouds
366,20527,32.499,-108.605,7/15/2023 12:00:00 AM,Jackson,,SWC,,1114.0,307.73,305.96,1008,22,282.93,73,,2.46,1,,Clouds,broken clouds
367,20528,32.501,-109.844,7/13/2023 12:00:00 AM,HOMESTEAD,c,SWC,,1835.0,307.87,309.03,1010,37,291.04,59,,3.28,314,,Clouds,broken clouds
368,20537,45.391,-120.454,7/10/2023 12:00:00 AM,DEVILS_BUTTE,c,NWCC,,2859.0,307.15,305.31,1008,22,282.45,8,,4.02,298,,Clear,clear sky
369,20546,44.265,-117.209,7/17/2023 12:00:00 AM,BIRCH_CREEK,,NWCC,y,600.0,313.89,312.33,1006,16,283.16,31,,3.03,174,,Clouds,scattered clouds
370,20548,33.102,-109.703,7/16/2023 12:00:00 AM,Pima_Gap,c,SWC,y,421.0,313.29,311.33,1006,15,281.73,40,,2.63,293,,Clouds,scattered clouds
371,20555,34.87,-113.287,7/2/2023 12:00:00 AM,Pilot,c,SWC,,34810.0,308.87,306.17,1008,11,273.88,0,,3.3,255,,Clear,clear sky
372,20565,33.983,-117.217,7/15/2023 12:00:00 AM,RECHE,c,OSCC,,437.0,309.05,307.37,1010,21,283.32,0,10000.0,5.14,300,,Clear,clear sky
373,20583,45.254,-121.563,7/9/2023 12:00:00 AM,BOULDER,c,NWCC,,233.0,296.92,295.82,1011,18,271.43,0,,3.1,291,,Clear,clear sky
374,20598,35.975,-111.928,6/4/2023 12:00:00 AM,Hull,c,SWC,,1492.0,297.39,296.47,1019,23,274.96,0,10000.0,2.57,0,,Clear,clear sky
375,20599,36.639,-112.211,6/23/2023 12:00:00 AM,Three_Lakes,c,SWC,,6914.0,296.88,295.65,1008,13,267.56,4,,5.87,213,,Clear,clear sky
376,20603,38.042,-119.926,6/15/2023 12:00:00 AM,BONE,c,OSCC,,1163.0,289.83,289.07,1011,58,281.54,82,,2.65,275,,Clouds,broken clouds
377,20607,37.285,-107.211,6/28/2023 12:00:00 AM,Chris_Mountain,c,RMC,,511.0,296.8,295.56,1020,13,267.5,0,10000.0,6.17,230,,Clear,clear sky
378,20608,27.271,-98.535,7/19/2023 12:00:00 AM,Florida,c,SAC,,1576.0,312.94,314.26,1012,26,289.82,56,,6.17,126,,Clouds,broken clouds
379,20611,44.903,-120.724,7/19/2023 12:00:00 AM,ANTELOPE_CREEK,c,NWCC,y,490.0,302.94,301.47,1009,26,281.39,0,,4.22,12,,Clear,clear sky
380,20632,33.779,-109.214,7/11/2023 12:00:00 AM,Campbell,,SWC,,1416.0,302.08,300.68,1012,24,279.5,45,,1.31,237,,Clouds,scattered clouds
381,20646,27.369,-98.522,7/19/2023 12:00:00 AM,Waggner,c,SAC,,1066.0,312.91,314.21,1012,26,289.8,56,,6.17,126,,Clouds,broken clouds
382,20652,47.461,-120.239,7/21/2023 12:00:00 AM,BADGER,c,NWCC,y,473.0,307.01,304.97,1013,20,280.93,0,10000.0,2.57,190,,Clear,clear sky
383,20668,39.961,-113.956,7/21/2023 12:00:00 AM,Rocky,c,GBC,,1000.0,304.14,303.28,1016,34,286.45,17,,1.53,153,,Clouds,few clouds
384,20677,33.565,-110.475,7/14/2023 12:00:00 AM,Bull_Pen,,SWC,,565.0,309.27,308.17,1006,24,285.51,81,,5.59,277,0.23,Rain,light rain
385,20678,32.891,-110.114,7/18/2023 12:00:00 AM,TELEGRAPH,c,SWC,,576.0,309.41,310.25,1017,32,290.09,100,,1.98,151,,Clouds,overcast clouds
386,20688,33.89,-117.071,7/15/2023 12:00:00 AM,RABBIT,c,OSCC,,8283.0,312.28,310.35,1012,16,281.88,16,,0.89,124,,Clouds,few clouds
387,20689,33.8,-117.359,7/17/2023 12:00:00 AM,GAVILAN,c,OSCC,,338.0,307.84,308.72,1010,36,290.58,0,10000.0,6.17,310,,Clear,clear sky
388,20692,30.789,-97.698,7/19/2023 12:00:00 AM,Cobb_Creek,,SAC,,286.0,311.74,313.64,1013,30,291.07,0,10000.0,4.63,160,,Clear,clear sky
389,20750,32.033,-110.115,7/20/2023 12:00:00 AM,Adams_Peak,,SWC,,2232.0,309.44,308.59,1013,25,286.28,60,,3.25,268,,Clouds,broken clouds
390,20751,32.439,-109.134,7/21/2023 12:00:00 AM,HORSE_CAMP,,SWC,,361.0,311.78,309.08,1007,12,277.32,66,,0.72,77,,Clouds,broken clouds
391,20756,33.235,-109.758,7/18/2023 12:00:00 AM,Red_Point_Tank,,SWC,,5169.0,308.84,307.61,1014,24,285.15,100,,3.75,219,1.44,Rain,moderate rain
392,20757,32.034,-110.087,7/19/2023 12:00:00 AM,ROBLES,c,SWC,,3000.0,311.43,315.0,1009,35,293.27,19,,4.14,273,,Clouds,few clouds
393,20758,32.424,-110.631,7/19/2023 12:00:00 AM,CHIMNEY,c,SWC,,1636.0,310.93,308.78,1009,16,280.81,36,,4.48,294,,Clouds,scattered clouds
394,20759,35.987,-105.077,7/21/2023 12:00:00 AM,Black_Mesa,c,SWC,,819.0,297.03,296.94,1017,56,287.73,100,,2.32,336,1.07,Rain,moderate rain
395,20768,36.382,-106.327,6/20/2023 12:00:00 AM,Comanche,,SWC,,1974.0,296.59,295.46,1009,18,271.19,3,,5.8,265,,Clear,clear sky
396,20770,44.203,-116.244,7/19/2023 12:00:00 AM,GOLDRUN,,GBC,,799.0,303.7,301.76,1012,17,275.91,0,,2.93,305,,Clear,clear sky
397,20773,33.931,-98.961,7/20/2023 12:00:00 AM,Beaver_Creek,c,SAC,,1019.0,314.06,314.2,1010,21,287.42,26,,5.74,170,,Clouds,scattered clouds
398,20777,44.078,-107.826,7/23/2023 12:00:00 AM,RATTLESNAKE,,RMC,y,639.0,307.34,305.31,1016,20,281.19,0,10000.0,3.6,20,,Clear,clear sky
399,20780,31.623,-111.509,7/22/2023 12:00:00 AM,ROUND_HILL,,SWC,y,2900.0,313.73,313.7,1006,21,287.15,57,,5.63,324,0.26,Rain,light rain
400,20799,36.09,-105.182,7/21/2023 12:00:00 AM,La Jara Canyon,,SWC,,520.0,296.2,296.41,1019,71,290.66,100,,1.15,300,0.38,Rain,light rain
401,20832,46.961,-120.188,7/24/2023 12:00:00 AM,Ryegrass Pass,c,NWCC,,461.0,306.54,304.41,1007,19,279.79,0,,4.01,198,,Clear,clear sky
402,20840,32.711,-110.484,7/18/2023 12:00:00 AM,Redfield,,SWC,,775.0,304.4,303.24,1016,31,285.27,100,,2.36,89,1.06,Rain,moderate rain
403,20841,32.597,-108.638,7/21/2023 12:00:00 AM,Lazy B,,SWC,,676.0,312.02,309.33,1009,12,277.51,76,,0.9,341,,Clouds,broken clouds
404,20842,32.569,-110.959,7/23/2023 12:00:00 AM,BOWL CREEK,c,SWC,,1156.0,314.18,312.7,1012,16,283.39,40,,2.24,31,,Clouds,scattered clouds
405,20884,46.653,-117.372,7/25/2023 12:00:00 AM,Wawawai,c,NWCC,,526.0,305.27,303.59,1011,25,282.78,26,,5.18,266,,Clouds,scattered clouds
406,20885,42.765,-118.474,7/20/2023 12:00:00 AM,Mann Lake,c,NWCC,,619.0,308.62,306.12,1012,14,277.07,0,,2.19,242,,Clear,clear sky
407,20910,45.379,-105.24,7/25/2023 12:00:00 AM,Hay Draw,c,NRC,,3646.0,308.29,307.62,1006,28,287.05,98,,3.94,143,0.5,Rain,light rain
408,20942,43.875,-123.501,7/18/2023 12:00:00 AM,Haight Creek,,NWCC,,110.0,299.62,299.62,1018,46,287.07,1,,4.09,335,,Clear,clear sky
409,20954,31.628,-111.612,7/23/2023 12:00:00 AM,Gallineta,c,SWC,,1601.0,312.87,312.75,1008,22,287.16,70,,4.47,252,1.09,Rain,moderate rain
410,20979,39.391,-108.074,6/25/2023 12:00:00 AM,Spring Creek,,RMC,,3286.0,299.93,298.83,1013,9,265.41,4,,3.0,271,,Clear,clear sky
411,20980,43.732,-107.848,7/26/2023 12:00:00 AM,Devils Slide,c,RMC,,716.0,310.19,307.82,1009,15,279.29,38,,4.95,253,,Clouds,scattered clouds
412,21004,45.831,-120.459,7/22/2023 12:00:00 AM,Newell Road,c,NWCC,,60551.0,308.38,306.72,1012,22,283.46,0,,6.47,265,,Clear,clear sky
413,21014,32.949,-110.651,7/23/2023 12:00:00 AM,Eskiminzin,,SWC,,1113.0,313.87,312.6,1006,17,284.05,24,,1.25,337,,Clouds,few clouds
414,21015,31.342,-110.395,7/27/2023 12:00:00 AM,Cave,c,SWC,,418.0,309.13,308.59,1013,27,287.2,99,,2.81,220,,Clouds,overcast clouds
415,21016,34.6,-110.832,7/19/2023 12:00:00 AM,Guzzler,c,SWC,,1542.0,303.85,302.34,1014,27,282.72,71,,3.91,240,,Clouds,broken clouds
416,21030,31.967,-104.904,7/14/2023 12:00:00 AM,Cutoff Ridge,c,SWC,,383.0,306.89,305.25,1018,24,283.53,0,10000.0,3.6,250,,Clear,clear sky
417,21046,43.429,-116.056,7/28/2023 12:00:00 AM,MM66 I84,c,GBC,,994.0,305.21,303.37,998,23,281.49,2,,4.02,340,,Clear,clear sky
418,21051,32.784,-97.919,7/26/2023 12:00:00 AM,Pipeline,c,SAC,,372.0,311.44,311.79,1014,26,288.56,0,10000.0,5.14,170,,Clear,clear sky
419,21059,64.413,-149.37,7/28/2023 12:00:00 AM,Teklanika River,,ACC,y,2356.0,299.71,299.71,1018,43,286.12,81,,2.31,235,,Clouds,broken clouds
420,21075,33.724,-109.389,7/27/2023 12:00:00 AM,Dart,,SWC,,700.0,302.58,300.97,1011,21,277.99,85,,1.51,222,,Clouds,overcast clouds
421,21076,34.559,-112.044,7/23/2023 12:00:00 AM,Racetrack,c,SWC,,405.0,309.88,308.78,1009,23,285.37,91,,2.52,262,,Clouds,overcast clouds
422,21117,33.87,-98.441,7/29/2023 12:00:00 AM,Grasshopper,c,SAC,,396.0,312.06,311.56,1015,22,286.5,0,10000.0,5.36,107,,Clear,clear sky
423,21119,40.736,-122.32,7/25/2023 12:00:00 AM,Wonder,c,ONCC,,162.0,307.66,306.44,1013,26,285.38,0,,3.36,143,,Clear,clear sky
424,21131,33.057,-109.748,7/30/2023 12:00:00 AM,Black Mountain,c,SWC,y,300.0,310.63,308.44,1009,16,280.58,84,,1.69,147,,Clouds,broken clouds
425,21136,44.969,-121.447,7/22/2023 12:00:00 AM,Simnasho,,NWCC,,1280.0,306.46,304.57,1013,22,281.88,0,,3.74,296,,Clear,clear sky
426,21144,34.116,-109.522,7/26/2023 12:00:00 AM,Carnero,,SWC,,415.0,299.31,299.31,1031,26,278.32,75,10000.0,3.6,210,,Clouds,broken clouds
427,21145,33.114,-109.566,7/27/2023 12:00:00 AM,Midnight Tank,,SWC,,1600.0,312.3,310.38,1007,16,281.9,38,,3.52,254,,Clouds,scattered clouds
428,21162,33.699,-107.556,7/23/2023 12:00:00 AM,Hutchinson,c,SWC,,2838.0,301.75,301.36,1017,40,286.84,76,,1.42,238,0.64,Rain,light rain
429,21170,47.079,-116.492,7/22/2023 12:00:00 AM,Tyson,c,NRC,,155.0,305.94,304.3,1011,25,283.34,9,,0.89,224,,Clear,clear sky
430,21243,42.232,-104.395,7/26/2023 12:00:00 AM,Pine Ridge,,RMC,,563.0,305.82,304.75,1010,30,285.99,41,,3.87,347,,Clouds,scattered clouds
431,21260,44.865,-121.22,8/1/2023 12:00:00 AM,Grade,,NWCC,y,225.0,306.47,304.89,1013,25,283.79,2,,2.62,336,,Clear,clear sky
432,21264,44.784,-106.141,7/31/2023 12:00:00 AM,Chaffie,c,RMC,y,387.0,301.77,302.33,1012,50,290.33,69,,1.99,51,0.24,Rain,light rain
433,21290,33.931,-107.295,7/26/2023 12:00:00 AM,Mill,c ,SWC,,590.0,301.34,301.63,1018,48,289.3,95,,1.47,288,0.56,Rain,light rain
434,21308,32.056,-107.659,7/16/2023 12:00:00 AM,Floridas,,SWC,,437.0,307.72,306.08,1009,23,283.58,100,,3.01,214,,Clouds,overcast clouds
435,21311,41.096,-113.998,7/27/2023 12:00:00 AM,Bettridge,c ,GBC,,576.0,308.26,305.91,1007,16,278.69,66,,2.89,131,,Clouds,broken clouds
436,21315,35.522,-118.897,8/1/2023 12:00:00 AM,East,c ,OSCC,,1540.0,310.43,307.63,1011,11,275.06,0,10000.0,4.63,340,,Clear,clear sky
437,21329,32.094,-97.376,7/27/2023 12:00:00 AM,Blum,c ,SAC,,300.0,310.55,311.57,1013,30,290.05,20,,4.01,149,,Clouds,few clouds
438,21352,43.116,-118.229,8/1/2023 12:00:00 AM,Corbie,c ,NWCC,,1141.0,303.71,301.74,1011,15,274.16,0,,2.76,280,,Clear,clear sky
439,21362,33.292,-110.041,7/29/2023 12:00:00 AM,Beef Corral,c ,SWC,,461.0,309.46,307.28,1009,17,280.53,98,,4.33,342,,Clouds,overcast clouds
440,21377,35.91,-111.993,6/4/2023 12:00:00 AM,Ridge,c ,SWC,,10210.0,297.15,296.21,1019,23,274.76,0,10000.0,2.57,0,,Clear,clear sky
441,21414,31.978,-89.727,8/2/2023 12:00:00 AM,1696 Simpson Hwy 540 East Mendenhall,c,SAC,y,150.0,308.51,313.12,1016,46,295.12,50,,2.0,91,,Clouds,scattered clouds
442,21425,47.348,-114.322,7/30/2023 12:00:00 AM,Communication Butte,c,NRC,,1423.0,308.05,305.63,1010,15,277.6,31,,3.96,234,,Clouds,scattered clouds
443,21444,34.889,-113.745,7/29/2023 12:00:00 AM,Pilgrim,c,SWC,,406.0,308.9,306.91,1009,19,281.71,77,,3.75,243,,Clouds,broken clouds
444,21489,34.8,-94.473,8/3/2023 12:00:00 AM,206,,SAC,,156.0,308.96,315.81,1013,50,296.91,25,,2.43,178,,Clouds,scattered clouds
445,21490,30.678,-95.231,8/2/2023 12:00:00 AM,Snowhill,,SAC,,275.0,311.47,318.47,1015,49,298.86,59,,1.34,103,,Clouds,broken clouds
446,21496,31.054,-93.807,8/3/2023 12:00:00 AM,Little Cow,c,SAC,y,142.0,309.46,313.29,1014,41,294.1,21,,3.44,180,,Clouds,few clouds
447,21521,44.969,-121.447,7/22/2023 12:00:00 AM,Simnasho,,NWCC,,1280.0,306.46,304.57,1013,22,281.88,0,,3.74,296,,Clear,clear sky
448,21522,42.334,-121.404,7/23/2023 12:00:00 AM,Golden,c,NWCC,,2137.0,306.83,304.42,1010,14,275.66,90,,2.79,276,,Clouds,overcast clouds
449,21538,33.606,-109.368,7/28/2023 12:00:00 AM,Corduroy,,SWC,,499.0,298.51,297.68,1012,22,275.28,56,,1.48,277,,Clouds,broken clouds
450,21539,33.585,-109.48,8/4/2023 12:00:00 AM,Boundary,,SWC,,130.0,298.03,297.23,1012,25,276.68,69,,3.69,254,,Clouds,broken clouds
451,21576,27.312,-97.981,8/3/2023 12:00:00 AM,Laguna Larga,c,SAC,,3950.0,307.13,312.19,1014,52,295.88,0,1207.0,6.17,120,,Rain,light rain
452,21607,32.022,-108.982,7/31/2023 12:00:00 AM,Granite Gap,,SWC,,513.0,308.81,306.69,1010,18,280.84,77,,5.67,126,,Clouds,broken clouds
453,21677,34.62,-112.154,7/21/2023 12:00:00 AM,Grapevine,c,SWC,,1049.0,308.76,305.99,1012,9,271.29,64,,3.62,263,,Clouds,broken clouds
454,21693,32.746,-105.753,7/25/2023 12:00:00 AM,Apple Tree,c,SWC,,368.0,299.53,299.53,1013,25,277.94,55,,1.34,123,,Clouds,broken clouds
455,21748,33.475,-116.725,7/28/2023 12:00:00 AM,Bonny,,OSCC,,2322.0,307.19,306.16,1013,28,286.11,25,,2.77,254,,Clouds,scattered clouds
456,21754,30.578,-103.93,8/6/2023 12:00:00 AM,Red Barn 7,c,SAC,,490.0,310.3,308.73,1010,20,283.61,89,,2.22,151,,Clouds,overcast clouds
457,21759,48.101,-118.544,8/6/2023 12:00:00 AM,Agency Butte,c,NWCC,y,661.0,301.11,300.99,1016,43,287.38,97,,3.61,185,,Clouds,overcast clouds
458,21799,47.828,-109.141,8/1/2023 12:00:00 AM,Black Butte,c,NRC,,460.0,307.24,305.21,1009,20,281.11,45,,3.08,160,,Clouds,scattered clouds
